,run,last_objective,usage_number
0,0,169.38101101268228,18
1,1,53.22220055179498,0
2,2,36.541405825634946,19
3,3,53.22220055179498,0
4,4,53.22220055179498,0
5,5,53.22220055179498,0
6,6,53.22220055179498,0
7,7,53.22220055179498,0
8,8,53.22220055179498,0
9,9,53.22220055179498,0
