,run,last_objective,usage_number,generation
0,0,7.224199496374915,0,300
1,1,7.224199496374915,0,300
2,2,7.224199496374915,0,300
3,3,7.224199496374915,0,300
4,4,7.224199496374915,0,300
5,5,7.224199496374915,0,300
6,6,7.224199496374915,0,300
7,7,7.224199496374915,0,300
8,8,7.224199496374915,0,300
9,9,7.224199496374915,0,300
