,run,last_objective,usage_number,generation
0,0,48.131172812206096,0,300
1,1,48.131172812206096,0,300
2,2,48.131172812206096,0,300
3,3,48.131172812206096,0,300
4,4,48.131172812206096,0,300
5,5,48.131172812206096,0,300
6,6,48.131172812206096,0,300
7,7,48.131172812206096,0,300
