,run,last_objective,usage_number,generation
0,0,0.6071636996978017,212,333
1,1,0.6273811502039381,388,396
2,2,0.6232688368005508,363,371
3,3,0.6054457124397224,306,324
4,4,0.6277699375207697,415,430
5,5,0.6113553026856149,377,391
6,6,0.6286155380736715,301,311
7,7,0.6191583773574953,300,308
8,8,0.6291145748283503,354,364
