,run,last_objective,usage_number,generation
0,0,0.06827913621547665,338,361
1,1,0.06691951766392057,301,309
2,2,0.062195247097336814,339,346
3,3,0.06875271702513386,393,400
4,4,0.06067206028885197,360,368
5,5,0.0668928665953179,393,403
6,6,0.06221577385578758,398,404
7,7,0.06754465192295056,335,341
8,8,0.05967403462978593,450,469
