,generation,test_roc
0,1,
1,2,
2,3,
3,4,0.49816407044903266
4,5,0.5023264496451919
5,6,0.5004350958108585
6,7,0.4975242448979592
7,8,0.5293336632132838
8,9,0.5004763038818766
9,10,0.5018888048670342
10,11,0.49893926156064733
11,12,0.5046302266279356
12,13,0.5042698903132512
13,14,0.5059721215324672
14,15,0.5008562014707664
15,16,0.5003833230082502
16,17,0.5026387598735715
17,18,0.49882409556430773
18,19,0.5010017889454078
19,20,0.4992281831882931
20,21,0.49911678893996814
21,22,0.5031314866610822
22,23,0.5014314250441224
23,24,0.501345410083825
24,25,0.5034909863736384
25,26,0.4999270652306473
26,27,0.500938036726223
27,28,0.5024814994262016
28,29,0.5000949042382807
29,30,0.4982850922729141
30,31,0.5008272898346567
31,32,0.50010403779787
32,33,0.501364823610398
33,34,0.5001986831516251
34,35,0.5042759909991423
35,36,0.5333280432769314
36,37,0.5009030929066157
37,38,0.5034865610431256
38,39,0.5021317312824838
39,40,0.5003337080767727
40,41,0.5015510053592062
41,42,0.49580105427848065
42,43,0.5327421926255281
43,44,0.49942261972039875
44,45,0.49851607032724915
45,46,0.5009869159719053
46,47,0.4994082802140731
47,48,0.5003086230008231
48,49,0.5004425677611938
49,50,0.5097024196433035
50,51,0.5
51,52,0.5
52,53,0.5
53,54,0.5
54,55,0.5
55,56,0.5
56,57,0.5
57,58,0.5
58,59,0.49945798178421696
59,60,0.5
60,61,0.5
61,62,0.4986560370360498
62,63,0.5
63,64,0.5
64,65,0.5
65,66,0.5
66,67,0.5
67,68,0.5
68,69,0.5
69,70,0.5
70,71,0.5
71,72,0.5
72,73,0.5
73,74,0.5
74,75,0.5
75,76,0.5
76,77,0.5
77,78,0.5
78,79,0.5
79,80,0.5
80,81,0.5
81,82,0.5
82,83,0.5
83,84,0.5
84,85,0.5
85,86,0.5
86,87,0.5
87,88,0.5
88,89,0.5
89,90,0.5
90,91,0.5
91,92,0.5
92,93,0.5
93,94,0.5
94,95,0.5
95,96,0.5
96,97,0.5
97,98,0.5
98,99,0.5
99,100,0.5
100,101,0.5
101,102,0.5
102,103,0.5
103,104,0.5
104,105,0.5
105,106,0.5
106,107,0.5
107,108,0.5
108,109,0.5
109,110,0.5
110,111,0.5
111,112,0.5
112,113,0.5
113,114,0.5
114,115,0.5
115,116,0.5
116,117,0.5
117,118,0.5
118,119,0.5
119,120,0.5
120,121,0.5
121,122,0.5
122,123,0.5
123,124,0.5
124,125,0.5
125,126,0.5
126,127,0.5
127,128,0.5
128,129,0.5
129,130,0.5
130,131,0.5
131,132,0.5
132,133,0.5
133,134,0.5
134,135,0.5
135,136,0.5
136,137,0.5
137,138,0.5
138,139,0.5
139,140,0.5
140,141,0.5
141,142,0.5
142,143,0.5
143,144,0.5
144,145,0.5
145,146,0.5
146,147,0.5
147,148,0.5
148,149,0.5
149,150,0.5
150,151,0.5
151,152,0.5
152,153,0.5
153,154,0.5
154,155,0.5
155,156,0.5
156,157,0.5
157,158,0.5
158,159,0.5
159,160,0.5
160,161,0.5
161,162,0.5
162,163,0.5
163,164,0.5
164,165,0.5
165,166,0.5
166,167,0.5
167,168,0.5
168,169,0.5
169,170,0.5
170,171,0.5
171,172,0.5
172,173,0.5
173,174,0.5
174,175,0.5
175,176,0.5
176,177,0.5
177,178,0.5
178,179,0.500323652468831
179,180,0.5
180,181,0.5
181,182,0.5
182,183,0.5
183,184,0.5
184,185,0.5
185,186,0.5
186,187,0.5
187,188,0.5
188,189,0.5
189,190,0.5
190,191,0.5
191,192,0.5
192,193,0.5
193,194,0.5
194,195,0.5
195,196,0.5
196,197,0.5
197,198,0.5
198,199,0.5
