,generation,test_roc
0,1,
1,2,
2,3,
3,4,0.5582067731894806
4,5,0.6927247940796055
5,6,0.6839233858848288
6,7,0.5833808311006015
7,8,0.5893256620699551
8,9,0.7532187725371137
9,10,0.641097433307951
10,11,0.7644161513715518
11,12,0.6927325252150337
12,13,0.46259590766487974
13,14,0.6263797686291512
14,15,0.7684912728047106
15,16,0.4591559803073332
16,17,0.7196212133954072
17,18,0.772381665332057
18,19,0.7588355133225009
19,20,0.6475149488192966
20,21,0.7580856504437541
21,22,0.625533763889695
22,23,0.766538167652704
23,24,0.696714956002618
24,25,0.7720725766164085
25,26,0.9086807148074537
26,27,0.7427461240965327
27,28,0.7015580612368006
28,29,0.7729240565736714
29,30,0.7661707287982861
30,31,0.7504231476859045
31,32,0.7828379852275043
32,33,0.6262786416495628
33,34,0.756714226920292
34,35,0.6714498011981371
35,36,0.7615616082011123
36,37,0.7756944199723564
37,38,0.7773012395455793
38,39,0.7699235829155942
39,40,0.9162643504748769
40,41,0.7723216176988906
41,42,0.6629886681528981
42,43,0.5486867112403517
43,44,0.7922887489787547
44,45,0.7572143310036568
45,46,0.7638683352551634
46,47,0.9345671801046902
47,48,0.782913747879847
48,49,0.786237558915494
49,50,0.729745636833035
50,51,0.7519593488322287
51,52,0.7710987081396683
52,53,0.9216589809060355
53,54,0.7595284577637564
54,55,0.7560184091498372
55,56,0.7767475251432161
56,57,0.7697732168434092
57,58,0.7199808856556976
58,59,0.7207761047070125
59,60,0.7705863245480018
60,61,0.7855728571101529
61,62,0.7057515190881775
62,63,0.7465176158285483
63,64,0.7567729326403784
64,65,0.7650843788544037
65,66,0.7468582497514789
66,67,0.7792158755856574
67,68,0.637289651484718
68,69,0.7851025943993054
69,70,0.9783587287027128
70,71,0.7813547386367425
71,72,0.7846539753027112
72,73,0.7759437002418017
73,74,0.7785734965554311
74,75,0.7466705078806957
75,76,0.6735774479698077
76,77,0.775262000249301
77,78,0.7829455210945223
78,79,0.7798739578732135
79,80,0.7983094114790982
80,81,0.9671732626999319
81,82,0.7696759455985738
82,83,0.7680652092898399
83,84,0.7284453837895867
84,85,0.49243584893584436
85,86,0.7812399593098188
86,87,0.7835081376149159
87,88,0.7894742334325089
88,89,0.7748708541449707
89,90,0.7436528888484921
90,91,0.568183962241424
91,92,0.7732273506074079
92,93,0.791652334422584
93,94,0.7886089802451034
94,95,0.9455597127996678
95,96,0.740108766815552
96,97,0.7472914355237161
97,98,0.7253092104314267
98,99,0.714529542044025
99,100,0.7750001059566972
100,101,0.7707233944579156
101,102,0.7832247774716719
102,103,0.7392275938665323
103,104,0.7094134954113894
104,105,0.7812437362040533
105,106,0.7798300191204589
106,107,0.9252455215930843
107,108,0.776271660072018
108,109,0.7527063210585764
109,110,0.7975163814122641
110,111,0.7821070685480204
111,112,0.7880682394154022
112,113,0.7598455874271897
113,114,0.7873243310446872
114,115,0.7886220440148248
115,116,0.7847786517294831
116,117,0.7568910340115909
117,118,0.7606455936950458
118,119,0.7363037894184632
119,120,0.7754608600196836
120,121,0.7813300502904454
121,122,0.7804740996558756
122,123,0.7854273311125833
123,124,0.7899332243995308
124,125,0.7839687660705609
125,126,0.7634266483268044
126,127,0.7488702885489028
127,128,0.791730152995885
128,129,0.7476743908273701
129,130,0.7181835648570732
130,131,0.7648799804285185
131,132,0.780019789314637
132,133,0.7697512923220708
133,134,0.7776080526449649
134,135,0.963433828120855
135,136,0.778038478666782
136,137,0.77641000819034
137,138,0.7801408722129078
138,139,0.7803753049343755
139,140,0.7909405858044392
140,141,0.7907728170260936
141,142,0.771603557377553
142,143,0.7858678546873644
143,144,0.7809253427457514
144,145,0.7142058935621878
145,146,0.7752453596050067
146,147,0.7744053195460917
147,148,0.772261335824452
148,149,0.7728487235077336
149,150,0.7743855254704655
150,151,0.7632874170339062
151,152,0.7753477751514041
152,153,0.7791982719261622
153,154,0.7843572122024652
154,155,0.7767443202804113
155,156,0.7776760769381142
156,157,0.782930898820014
157,158,0.7603278803958353
158,159,0.7762541667488512
159,160,0.7712022427713893
160,161,0.7763531192581854
161,162,0.9661312042606702
162,163,0.7831631856134931
163,164,0.773510988120325
164,165,0.7872832852132029
165,166,0.7702635299615422
166,167,0.7916850359378429
167,168,0.7669753758963385
168,169,0.7842612434364719
169,170,0.7904495520626803
170,171,0.7236460013296261
171,172,0.7632889818067738
172,173,0.7364933907676051
173,174,0.7896949126370427
174,175,0.787928231672995
175,176,0.7722934543729314
176,177,0.7870707990109074
177,178,0.7781610500768776
178,179,0.791389501311182
179,180,0.7835240264411257
180,181,0.7721591684285093
181,182,0.7753474520758913
182,183,0.7795188827747654
183,184,0.7618120541576948
184,185,0.7861168242429389
185,186,0.768891562223229
186,187,0.7822012567532599
187,188,0.7607938663408742
188,189,0.7317674442895198
189,190,0.7783254836323252
190,191,0.7844686013320648
191,192,0.7891753943163795
192,193,0.7941652383449423
193,194,0.7868260842186108
194,195,0.7830521499356291
195,196,0.7839559561299349
196,197,0.7399393016377522
197,198,0.7871513244458358
198,199,0.7834085409686263
