,generation,test_roc
0,1,
1,2,
2,3,
3,4,0.5439272829533772
4,5,0.5011100140513597
5,6,0.5413448553565318
6,7,0.4999612807377369
7,8,0.5402843350076105
8,9,0.514159543960131
9,10,0.4994111522034824
10,11,0.500154017822444
11,12,0.5028201541809725
12,13,0.502315995067385
13,14,0.5252783854744418
14,15,0.6138635351411695
15,16,0.6371957597083979
16,17,0.5009224324262398
17,18,0.5091219783011496
18,19,0.5254239393165921
19,20,0.5318771003039868
20,21,0.563051812267658
21,22,0.5016553290875908
22,23,0.5007490007818615
23,24,0.49996442509990113
24,25,0.5044380539113309
25,26,0.49945711852875857
26,27,0.5013668992121266
27,28,0.499711320324254
28,29,0.5004626986859061
29,30,0.5141119954129564
30,31,0.564015100045744
31,32,0.6562069818401048
32,33,0.5019542120601977
33,34,0.6607615721205675
34,35,0.5893672182807641
35,36,0.6856395772208481
36,37,0.7118307932037882
37,38,0.5824020459544214
38,39,0.5571374544573892
39,40,0.6440811493938019
40,41,0.5958084256553758
41,42,0.6306988345167152
42,43,0.8644883708282372
43,44,0.7156883770884996
44,45,0.5534952455843696
45,46,0.7340495172255721
46,47,0.740258963275633
47,48,0.7490650482600827
48,49,0.6011550215373469
49,50,0.7431405305754637
50,51,0.7529340449268808
51,52,0.7186148702764246
52,53,0.6715680598785021
53,54,0.7302368780792312
54,55,0.6875515977402095
55,56,0.7490797789124694
56,57,0.9492099247252723
57,58,0.7740973650878566
58,59,0.7545632156605959
59,60,0.7731312398925968
60,61,0.7726331380222473
61,62,0.6146546166614864
62,63,0.7735197340452667
63,64,0.9772055653537135
64,65,0.7720444940001917
65,66,0.7923042591702631
66,67,0.7178369266603062
67,68,0.7888306409373878
68,69,0.6378101097593932
69,70,0.8720444070333448
70,71,0.7327486712548125
71,72,0.7488027225716343
72,73,0.6549151221402083
73,74,0.749309190227176
74,75,0.9807646471888865
75,76,0.7833590421777293
76,77,0.7423103645760729
77,78,0.7838272699989112
78,79,0.7445116321586911
79,80,0.7809940530584609
80,81,0.7831864796467698
81,82,0.7831471912984714
82,83,0.7316321004951711
83,84,0.7744473890484543
84,85,0.7420476607912875
85,86,0.788695780054805
86,87,0.7928086703698466
87,88,0.7683333836629633
88,89,0.7625886837455159
89,90,0.7890585288108705
90,91,0.7702958045995352
91,92,0.7924503128450497
92,93,0.7933189018402044
93,94,0.7863746126433557
94,95,0.7770847559297561
95,96,0.7757826689818604
96,97,0.7748176970072365
97,98,0.7944083522072556
98,99,0.7787173321323422
99,100,0.764924645147464
100,101,0.759787576227093
101,102,0.7770011354544314
102,103,0.7888901127071746
103,104,0.7848004849927982
104,105,0.7862181228464287
105,106,0.7693830937742797
106,107,0.7925408617297256
107,108,0.7928910639167663
108,109,0.786981153046034
109,110,0.7909338639480937
110,111,0.7807803696161583
111,112,0.7710774168728151
112,113,0.7979516395158112
113,114,0.7991837990497007
114,115,0.7953181208612428
115,116,0.7856812293043053
116,117,0.7998357902992121
117,118,0.9849045890754459
118,119,0.7899571010632905
119,120,0.77546248596106
120,121,0.7770326810744382
121,122,0.7847905514667846
122,123,0.7803726861018742
123,124,0.7992847382588686
124,125,0.7139439252722017
125,126,0.7573640780822242
126,127,0.794749503102158
127,128,0.7750248775809526
128,129,0.7521888874857353
129,130,0.6004137146454784
130,131,0.7464091316712967
131,132,0.7730714124388969
132,133,0.7624636755353915
133,134,0.7826489860303361
134,135,0.7772134793291593
135,136,0.7976970416697512
136,137,0.7959114446327741
137,138,0.7984860576520596
138,139,0.9458784394015555
139,140,0.7798126971420473
140,141,0.9718383568349792
141,142,0.7878919194660781
142,143,0.7914351638767791
143,144,0.7814851624345206
144,145,0.7879625918503673
145,146,0.7848394869638209
146,147,0.7795881555120918
147,148,0.7842629890825056
148,149,0.7894776645023883
149,150,0.7896430859487407
150,151,0.7879894983465575
151,152,0.7855035949219842
152,153,0.7725010394140842
153,154,0.7778862147407795
154,155,0.757266381230218
155,156,0.7708201998946903
156,157,0.7769750425759391
157,158,0.7792298973533961
158,159,0.9702678783804366
159,160,0.7871020362967229
160,161,0.7834046753782016
161,162,0.796046214701787
162,163,0.7881266169495512
163,164,0.790031208513554
164,165,0.7818117399813244
165,166,0.756102468512935
166,167,0.7882891339881907
167,168,0.7891776583362384
168,169,0.7827689146837636
169,170,0.743483421409708
170,171,0.773730566205395
171,172,0.5115449189717958
172,173,0.6361188681460608
173,174,0.6387358119772393
174,175,0.6780491448196543
175,176,0.6708333746123897
176,177,0.8817149077383789
177,178,0.7698809512268422
178,179,0.7579504614926534
179,180,0.7704607316866134
180,181,0.7575471612182576
181,182,0.7558196696355822
182,183,0.7431176899870048
183,184,0.7755373745084724
184,185,0.7737995713667623
185,186,0.7750280189002825
186,187,0.7663919134194245
187,188,0.7475699378623655
188,189,0.7312264691398426
189,190,0.752171026854231
190,191,0.7641175457703936
191,192,0.753895640318586
192,193,0.7121784863957451
193,194,0.7796716121154491
194,195,0.7823939596794537
195,196,0.7688085729651795
196,197,0.7629271737326813
197,198,0.7639677125556001
198,199,0.7344753811149944
