,generation,test_roc
0,1,
1,2,
2,3,
3,4,0.5648681670535338
4,5,0.5989159368292565
5,6,0.431857891266058
6,7,0.5007016308410474
7,8,0.5435627398050273
8,9,0.6634474187845878
9,10,0.5968318649744386
10,11,0.602363162454169
11,12,0.569961463669133
12,13,0.6943948644778078
13,14,0.5013455044599132
14,15,0.6220818083880326
15,16,0.7166623997151961
16,17,0.5489199971339812
17,18,0.7309783471699969
18,19,0.7337839199854971
19,20,0.7580345349429585
20,21,0.7565787339909177
21,22,0.7666362946191361
22,23,0.7477719887081733
23,24,0.7110076225529378
24,25,0.7409503435508836
25,26,0.7482818237406761
26,27,0.7346011047682366
27,28,0.695415062110251
28,29,0.7892627779674087
29,30,0.783847895778276
30,31,0.7762072439461692
31,32,0.7696800793889521
32,33,0.7770924263053938
33,34,0.7569950239232281
34,35,0.7671499983643858
35,36,0.769977202255001
36,37,0.7821524068289496
37,38,0.7672188591749218
38,39,0.7538264438607836
39,40,0.7686197562034299
40,41,0.696657005791721
41,42,0.5339696079932701
42,43,0.7346304640588553
43,44,0.5360960212639836
44,45,0.7651195098700272
45,46,0.7794423730447919
46,47,0.7231695154247284
47,48,0.7716873682296589
48,49,0.7833827684584884
49,50,0.7840658131694042
50,51,0.7960323417374019
51,52,0.7832593766129493
52,53,0.7655602211145442
53,54,0.7833773739548632
54,55,0.9648124579973463
55,56,0.7721093588058492
56,57,0.7628652156710636
57,58,0.7824091633862256
58,59,0.790251566869991
59,60,0.971670440980956
60,61,0.7700292156845747
61,62,0.7773559821148245
62,63,0.7794468216935988
63,64,0.7828237647145974
64,65,0.9827511503042445
65,66,0.7807724437904815
66,67,0.7634589957921897
67,68,0.7901796807416308
68,69,0.7844490103667301
69,70,0.7880277986479951
70,71,0.7993512927443495
71,72,0.7825542170146853
72,73,0.7605753804142663
73,74,0.7829285308982386
74,75,0.7819433366241033
75,76,0.7936116077534832
76,77,0.715565227997611
77,78,0.7984016799958971
78,79,0.7892892082721076
79,80,0.7848529716512916
80,81,0.7977684788081054
81,82,0.7861744779163437
82,83,0.790978485311645
83,84,0.7615195329883269
84,85,0.7920626267593704
85,86,0.785521575169426
86,87,0.7962321632263918
87,88,0.7905486923300313
88,89,0.8011416982681328
89,90,0.6621387168183208
90,91,0.9768249023831701
91,92,0.7877717871234572
92,93,0.7860804187030584
93,94,0.77089926465466
94,95,0.7135658068806255
95,96,0.7298880185051084
96,97,0.7922499038393503
97,98,0.797693829916542
98,99,0.7812862940182793
99,100,0.7904728748173689
100,101,0.7980221807297736
101,102,0.7914087663612511
102,103,0.7821172796405669
103,104,0.8002312598431328
104,105,0.8006533936052247
105,106,0.795072872581562
106,107,0.7960469120578627
107,108,0.7891659233330806
108,109,0.7930675727229375
109,110,0.7957242386559816
110,111,0.7968105975070403
111,112,0.7884084844849437
112,113,0.7883496051620367
113,114,0.7962342291536949
114,115,0.7868433974908934
115,116,0.777385993551407
116,117,0.7735809789518158
117,118,0.948843539547447
118,119,0.7818856622393662
119,120,0.7697248292159594
120,121,0.7813766273302367
121,122,0.7843526416939789
122,123,0.7757641855816637
123,124,0.7564789041598212
124,125,0.7732506237770799
125,126,0.7776327052792377
126,127,0.7892288941604532
127,128,0.7714080944956568
128,129,0.7847739362973073
129,130,0.9702623629694799
130,131,0.7899562459927436
131,132,0.7724591310546819
132,133,0.7657039061018461
133,134,0.7786861541308047
134,135,0.7785207822388893
135,136,0.7766517248657426
136,137,0.7831874641845574
137,138,0.7768907877630559
138,139,0.7742943443590355
139,140,0.7826962771800735
140,141,0.7873578569147268
141,142,0.7912112099706882
142,143,0.7754039013679304
143,144,0.7525339920114743
144,145,0.7528071795076403
145,146,0.7728454983873704
146,147,0.7699658161449018
147,148,0.7821320448604185
148,149,0.788250455488417
149,150,0.7710244431824218
150,151,0.7181554443900445
151,152,0.7842023522327344
152,153,0.7778001694344128
153,154,0.7253951144344865
154,155,0.7614578902313145
155,156,0.786880927940894
156,157,0.772772861181166
157,158,0.7860396238422165
158,159,0.7582395758162531
159,160,0.7685404255379849
160,161,0.6811747354081475
161,162,0.7769075621409884
162,163,0.7807697417035443
163,164,0.7775650775882244
164,165,0.9701865404290101
165,166,0.7876812409009086
166,167,0.7832689015691869
167,168,0.7825307923432029
168,169,0.7865912585733004
169,170,0.7799121892064823
170,171,0.7785179159326292
171,172,0.7810207323683631
172,173,0.7624548221582464
173,174,0.7331534449448605
174,175,0.8606342116170753
175,176,0.7814802959148818
176,177,0.7775358829726956
177,178,0.7821422596930774
178,179,0.6894003950404498
179,180,0.7754067699124672
180,181,0.7739500557214283
181,182,0.7071973613381521
182,183,0.7808186755203546
183,184,0.7833339140711317
184,185,0.7655024537422578
185,186,0.6895042522789798
186,187,0.7319333777169865
187,188,0.6869206802162684
188,189,0.93287138052481
189,190,0.7863279537921399
190,191,0.9274379708184012
191,192,0.7862969157732935
192,193,0.7736322203833923
193,194,0.7857930283057527
194,195,0.7834798312840673
195,196,0.9547671925056518
196,197,0.7783240294979762
197,198,0.7846817481739394
198,199,0.7774281728316026
