,Src,Dst,Weight
0,4533,4563,0
1,4496,4510,0
2,4564,4517,1
3,4516,4476,0
4,4538,4479,1
5,4508,4502,0
6,4565,4557,1
7,4558,4566,0
8,4567,4506,0
9,4542,4568,1
10,4529,4475,0
11,4463,4394,1
12,4525,4376,0
13,4514,4543,0
14,4507,4523,0
15,4441,4535,1
16,4521,4526,0
17,4551,4569,1
18,4570,4571,1
19,4478,4549,1
20,4572,4522,0
21,4555,4493,0
22,4530,4495,1
23,4573,4545,1
24,4491,4513,0
25,4360,4562,0
26,4559,4386,0
27,4574,4575,0
28,4576,4577,0
29,4498,4544,0
30,4520,4501,0
31,4436,4462,0
32,4536,4480,0
33,4504,4578,1
34,4488,4554,0
35,4417,4470,0
36,4264,4447,1
37,4301,4390,0
38,4579,4473,1
39,4553,4434,1
40,4512,4375,1
41,4483,4539,1
42,4541,4465,1
43,4550,4580,0
44,4560,4528,0
45,4518,4531,0
46,4355,4481,1
47,4537,4494,1
48,4511,4418,0
49,4556,4547,1
50,4473,4564,0
51,4530,4301,1
52,4506,4556,0
53,4558,4523,1
54,4355,4569,0
55,4578,4576,0
56,4562,4481,1
57,4543,4533,1
58,4557,4536,1
59,4465,4559,0
60,4480,4575,0
61,4539,4525,1
62,4394,4570,0
63,4514,4478,1
64,4508,4360,0
65,4549,4493,0
66,4463,4386,0
67,4554,4390,0
68,4579,4553,1
69,4571,4494,0
70,4510,4551,1
71,4436,4522,0
72,4462,4544,0
73,4479,4375,1
74,4550,4518,1
75,4502,4264,0
76,4521,4542,0
77,4491,4547,0
78,4483,4376,1
79,4498,4488,1
80,4517,4565,0
81,4574,4495,1
82,4541,4535,1
83,4566,4441,1
84,4531,4528,0
85,4501,4475,1
86,4573,4520,0
87,4476,4504,0
88,4496,4513,0
89,4507,4417,0
90,4537,4526,0
91,4511,4470,0
92,4516,4418,0
93,4512,4580,0
94,4567,4563,0
95,4529,4568,1
96,4447,4572,0
97,4538,4545,1
98,4577,4434,1
99,4560,4555,0
100,4491,4418,0
101,4504,4465,1
102,4538,4570,1
103,4518,4498,1
104,4441,4560,1
105,4488,4508,0
106,4573,4264,1
107,4569,4544,0
108,4576,4511,1
109,4394,4479,1
110,4493,4531,0
111,4574,4481,1
112,4562,4563,1
113,4549,4559,0
114,4556,4386,1
115,4535,4390,0
116,4517,4476,0
117,4496,4475,1
118,4557,4566,0
119,4514,4470,0
120,4528,4512,1
121,4417,4533,1
122,4567,4579,1
123,4516,4480,0
124,4436,4525,0
125,4541,4522,0
126,4355,4523,1
127,4521,4529,0
128,4555,4554,0
129,4572,4530,0
130,4542,4551,0
131,4510,4501,0
132,4539,4463,0
133,4578,4520,0
134,4483,4571,1
135,4376,4547,1
136,4553,4537,0
137,4494,4506,0
138,4565,4558,1
139,4577,4564,1
140,4462,4568,1
141,4434,4473,0
142,4580,4575,0
143,4543,4502,1
144,4545,4513,0
145,4301,4447,1
146,4536,4360,1
147,4495,4478,0
148,4526,4375,1
149,4550,4507,1
150,4525,4512,0
151,4508,4301,0
152,4557,4478,1
153,4494,4418,0
154,4577,4506,1
155,4579,4536,1
156,4575,4479,1
157,4538,4483,1
158,4535,4530,0
159,4517,4569,0
160,4580,4441,0
161,4554,4521,1
162,4562,4462,1
163,4572,4563,0
164,4496,4539,1
165,4523,4510,0
166,4481,4463,0
167,4570,4531,0
168,4545,4360,0
169,4473,4501,0
170,4394,4518,0
171,4547,4551,0
172,4542,4549,1
173,4470,4493,1
174,4498,4502,1
175,4480,4355,1
176,4574,4513,0
177,4541,4567,0
178,4386,4507,1
179,4559,4390,0
180,4516,4576,0
181,4465,4488,1
182,4571,4550,0
183,4495,4553,1
184,4560,4504,0
185,4529,4476,0
186,4544,4447,1
187,4436,4417,0
188,4578,4564,1
189,4475,4543,0
190,4522,4526,0
191,4434,4264,0
192,4528,4565,1
193,4514,4558,0
194,4573,4376,1
195,4566,4537,1
196,4375,4556,0
197,4533,4511,1
198,4520,4491,1
199,4568,4555,0
200,4549,4355,0
201,4554,4566,0
202,4463,4563,0
203,4550,4531,0
204,4465,4528,0
205,4511,4529,0
206,4483,4530,0
207,4543,4570,0
208,4574,4514,0
209,4517,4567,0
210,4475,4473,1
211,4375,4525,0
212,4522,4558,1
213,4538,4502,1
214,4518,4544,0
215,4441,4481,1
216,4418,4573,1
217,4493,4516,1
218,4578,4551,1
219,4557,4521,1
220,4539,4417,0
221,4480,4541,1
222,4496,4447,1
223,4560,4264,1
224,4555,4526,0
225,4504,4360,1
226,4301,4491,1
227,4434,4564,0
228,4479,4523,0
229,4488,4376,0
230,4535,4386,0
231,4501,4575,1
232,4576,4533,1
233,4507,4462,0
234,4559,4553,1
235,4577,4536,1
236,4569,4568,1
237,4394,4579,0
238,4506,4571,1
239,4470,4580,1
240,4547,4542,0
241,4537,4476,1
242,4478,4512,1
243,4495,4513,0
244,4510,4562,0
245,4556,4494,1
246,4508,4436,1
247,4520,4565,1
248,4498,4390,0
249,4572,4545,1
250,4557,4580,1
251,4551,4535,1
252,4567,4522,1
253,4576,4493,1
254,4530,4436,1
255,4491,4523,0
256,4569,4465,1
257,4559,4375,1
258,4479,4417,0
259,4483,4476,0
260,4556,4538,1
261,4539,4536,0
262,4478,4495,1
263,4554,4549,1
264,4563,4568,1
265,4543,4488,1
266,4560,4521,1
267,4516,4511,1
268,4553,4301,0
269,4360,4462,1
270,4571,4550,0
271,4386,4565,0
272,4513,4418,0
273,4498,4507,1
274,4506,4447,1
275,4562,4547,1
276,4541,4376,1
277,4575,4512,1
278,4558,4564,0
279,4496,4473,1
280,4528,4529,1
281,4514,4470,0
282,4574,4526,0
283,4355,4518,1
284,4517,4555,0
285,4531,4525,1
286,4502,4264,0
287,4390,4434,1
288,4573,4441,0
289,4463,4520,0
290,4572,4481,1
291,4537,4510,0
292,4542,4501,0
293,4579,4544,0
294,4480,4494,1
295,4578,4577,0
296,4394,4508,1
297,4504,4570,1
298,4566,4475,1
299,4533,4545,1
300,4488,4528,0
301,4441,4355,1
302,4544,4475,1
303,4539,4563,0
304,4559,4473,1
305,4516,4386,0
306,4507,4513,0
307,4526,4502,1
308,4491,4394,1
309,4479,4557,0
310,4535,4568,1
311,4570,4556,0
312,4483,4576,0
313,4511,4434,0
314,4530,4470,1
315,4418,4522,1
316,4463,4495,1
317,4569,4264,1
318,4562,4571,1
319,4480,4521,1
320,4543,4545,1
321,4553,4573,0
322,4554,4525,1
323,4577,4538,1
324,4510,4549,1
325,4555,4572,0
326,4536,4494,0
327,4547,4541,0
328,4518,4517,1
329,4447,4567,0
330,4360,4496,0
331,4529,4531,0
332,4558,4498,1
333,4578,4533,1
334,4550,4504,0
335,4523,4566,0
336,4514,4574,1
337,4390,4512,1
338,4508,4301,0
339,4478,4417,0
340,4537,4542,1
341,4501,4476,1
342,4520,4506,0
343,4375,4465,0
344,4436,4580,0
345,4376,4579,0
346,4564,4462,1
347,4481,4575,0
348,4551,4493,1
349,4560,4565,0
350,4539,4465,1
351,4483,4475,1
352,4491,4516,1
353,4578,4551,1
354,4536,4447,1
355,4394,4576,0
356,4417,4566,0
357,4301,4510,0
358,4572,4547,1
359,4567,4522,1
360,4511,4441,0
361,4538,4479,1
362,4470,4386,1
363,4558,4542,1
364,4579,4521,1
365,4553,4508,1
366,4480,4390,1
367,4555,4535,1
368,4523,4530,0
369,4541,4463,1
370,4568,4575,0
371,4436,4507,1
372,4494,4355,1
373,4520,4518,1
374,4556,4526,1
375,4533,4543,0
376,4580,4481,1
377,4462,4574,0
378,4264,4506,0
379,4478,4512,1
380,4504,4525,1
381,4571,4488,1
382,4376,4564,0
383,4573,4560,1
384,4537,4569,1
385,4501,4434,1
