,Src,Dst,Weight
0,5588,5543,1
1,5469,5568,1
2,5548,5589,0
3,5569,5590,0
4,5502,5570,1
5,5485,5518,0
6,5571,5479,0
7,5591,5398,1
8,5514,5550,0
9,5526,5592,0
10,5451,5546,0
11,5523,5459,0
12,5504,5500,0
13,5572,5593,1
14,5386,5587,0
15,5438,5594,0
16,5370,5595,0
17,5557,5580,1
18,5551,5515,1
19,5596,5558,1
20,5494,5597,1
21,5552,5598,0
22,5599,5585,1
23,5555,5540,1
24,5578,5545,1
25,5600,5576,0
26,5575,5385,0
27,5421,5434,0
28,5539,5601,0
29,5517,5602,1
30,5549,5562,1
31,5422,5566,0
32,5583,5541,1
33,5567,5603,1
34,5604,5605,1
35,5560,5606,0
36,5505,5516,0
37,5512,5280,0
38,5581,5607,1
39,5577,5423,1
40,5608,5509,1
41,5609,5528,0
42,5529,5579,1
43,5507,5348,1
44,5475,5610,0
45,5586,5525,1
46,5519,5611,0
47,5534,5556,0
48,5612,5531,1
49,5547,5613,1
50,5576,5556,0
51,5581,5601,1
52,5507,5592,0
53,5518,5607,1
54,5608,5517,0
55,5613,5434,1
56,5525,5549,0
57,5551,5598,0
58,5585,5479,1
59,5514,5438,1
60,5575,5545,1
61,5557,5421,1
62,5571,5567,0
63,5555,5539,1
64,5570,5475,1
65,5459,5591,1
66,5612,5528,1
67,5541,5370,1
68,5603,5515,0
69,5580,5451,0
70,5604,5398,1
71,5602,5590,0
72,5500,5547,1
73,5469,5610,0
74,5516,5569,0
75,5529,5606,1
76,5548,5596,1
77,5519,5558,1
78,5531,5595,1
79,5577,5494,1
80,5423,5385,0
81,5600,5504,1
82,5280,5509,0
83,5526,5543,1
84,5588,5611,1
85,5562,5593,0
86,5583,5605,1
87,5550,5502,1
88,5578,5560,1
89,5599,5568,1
90,5485,5546,0
91,5534,5386,0
92,5552,5586,1
93,5589,5422,1
94,5348,5597,1
95,5579,5523,1
96,5587,5609,1
97,5572,5594,0
98,5505,5566,0
99,5512,5540,0
100,5494,5348,1
101,5589,5526,1
102,5560,5613,0
103,5604,5370,1
104,5459,5556,0
105,5595,5548,0
106,5600,5540,1
107,5572,5594,0
108,5601,5596,1
109,5557,5546,0
110,5608,5593,1
111,5587,5529,0
112,5588,5479,1
113,5434,5515,0
114,5602,5534,1
115,5517,5590,0
116,5567,5609,1
117,5545,5280,1
