,Src,Dst,Weight
0,4460,4518,0
1,4519,4385,0
2,4511,4520,0
3,4486,4399,0
4,4521,4497,0
5,4522,4360,0
6,4502,4431,1
7,4453,4395,1
8,4510,4496,1
9,4476,4513,1
10,4498,4523,0
11,4500,4409,1
12,4398,4495,0
13,4423,4457,0
14,4479,4524,1
15,4525,4454,0
16,4526,4527,0
17,4462,4528,0
18,4487,4464,1
19,4516,4529,0
20,4473,4530,1
21,4461,4501,1
22,4488,4314,1
23,4284,4531,1
24,4489,4532,1
25,4379,4533,1
26,4508,4388,1
27,4534,4535,1
28,4536,4506,0
29,4293,4446,0
30,4491,4480,1
31,4515,4514,1
32,4537,4538,0
33,4444,4539,0
34,4449,4438,0
35,4441,4504,1
36,4443,4447,1
37,4474,4540,0
38,4428,4416,0
39,4541,4542,1
40,4372,4543,1
41,4475,4323,1
42,4374,4329,1
43,4544,4485,1
44,4505,4499,1
45,4512,4370,0
46,4545,4455,1
47,4467,4332,1
48,4481,4490,0
49,4471,4390,1
50,4499,4491,0
51,4488,4416,1
52,4443,4467,0
53,4446,4536,1
54,4541,4293,1
55,4511,4527,0
56,4515,4487,1
57,4530,4441,0
58,4510,4314,1
59,4485,4518,0
60,4545,4501,1
61,4513,4498,1
62,4431,4332,0
63,4539,4542,0
64,4538,4531,1
65,4462,4395,0
66,4533,4370,1
67,4521,4505,0
68,4523,4486,0
69,4464,4379,0
70,4532,4524,1
71,4496,4398,1
72,4479,4534,0
73,4489,4543,1
74,4423,4461,0
75,4444,4457,0
76,4506,4508,1
77,4525,4537,1
78,4409,4504,0
79,4385,4399,0
80,4490,4481,1
81,4447,4529,0
82,4455,4454,1
83,4535,4528,1
84,4522,4453,0
85,4514,4372,1
86,4520,4438,0
87,4500,4323,1
88,4460,4495,1
89,4476,4449,1
90,4329,4390,1
91,4360,4497,1
92,4516,4519,0
93,4475,4471,1
94,4526,4374,0
95,4474,4284,0
96,4428,4473,0
97,4544,4480,1
98,4512,4388,0
99,4540,4502,1
100,4525,4506,0
101,4516,4500,0
102,4534,4544,1
103,4532,4372,1
104,4530,4471,1
105,4399,4526,1
106,4443,4498,1
107,4536,4502,0
108,4374,4485,1
109,4539,4423,1
110,4360,4479,1
111,4457,4523,1
112,4464,4449,1
113,4501,4490,0
114,4543,4395,0
115,4329,4454,0
116,4409,4499,0
117,4487,4332,1
118,4444,4505,1
119,4473,4491,1
120,4455,4460,1
121,4515,4486,1
122,4398,4511,1
123,4512,4476,0
124,4481,4535,0
125,4428,4461,0
126,4541,4521,1
127,4385,4370,1
128,4545,4528,1
129,4453,4390,1
130,4542,4497,1
131,4416,4508,0
132,4446,4480,1
133,4447,4522,0
134,4496,4431,1
135,4514,4520,1
136,4388,4488,0
137,4314,4462,1
138,4537,4474,0
139,4533,4284,0
140,4441,4518,1
141,4519,4529,1
142,4475,4538,0
143,4293,4504,0
144,4489,4531,1
145,4527,4323,1
146,4513,4379,0
147,4524,4438,0
148,4495,4467,0
149,4540,4510,1
150,4454,4520,0
151,4441,4523,1
152,4467,4528,1
153,4490,4395,1
154,4501,4329,0
155,4508,4541,0
156,4496,4398,1
157,4453,4511,1
158,4530,4416,0
159,4519,4388,0
160,4431,4455,0
161,4515,4480,1
162,4460,4537,1
163,4497,4475,0
164,4510,4446,1
165,4447,4491,0
166,4486,4516,1
167,4409,4533,0
168,4499,4545,0
169,4505,4485,1
170,4462,4464,0
171,4514,4529,1
172,4474,4390,1
173,4473,4532,1
174,4423,4540,0
175,4522,4513,1
176,4457,4535,0
177,4379,4487,1
178,4461,4360,1
179,4544,4518,0
180,4444,4374,0
181,4471,4506,0
182,4293,4284,0
183,4443,4502,0
184,4479,4314,1
185,4428,4332,1
186,4481,4495,1
187,4512,4543,1
